Unnamed: 0,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Month,Day,Hour,Minute,Second,Hour_Category
5415689,A-5456839,Source1,2,2023-02-07 18:38:26,2023-02-07 20:46:29,42.425247,-73.805699,42.426302,-73.805268,0.076,NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway southbound at After Exit 21B (I-87) - Coxsackie (Rte 9W - Rte 81) starting 6:38 PM 02/07/2023 [CARS CAD-230380389],I-87 N,Hannacroix,Greene,NY,12087,US,US/Eastern,KALB,2023-02-07 18:51:00,36.0,28.0,62.0,29.79,10.0,SSE,13.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2023.0,2.0,7.0,18.0,38.0,26.0,Evening
5409451,A-5450547,Source1,2,2022-10-31 14:11:30,2022-10-31 19:34:38,34.005091,-118.41263700000002,34.216386,-118.473161,15.004,Stationary traffic on I-405 N - San Diego Fwy N from Sawtelle Blvd (I-405) to Roscoe Blvd (I-405) due to accident.,I-405 N,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2022-10-31 13:51:00,70.0,70.0,63.0,29.68,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2022.0,10.0,31.0,14.0,11.0,30.0,Afternoon
6639065,A-6687674,Source1,2,2020-11-15 02:16:00,2020-11-15 04:03:30,39.615722,-105.23238700000002,39.617751,-105.215836,0.892,Stationary traffic on US-285 N from CR-64/N Turkey Creek Rd (US-285) to CO-8 (US-285) due to accident., US Highway 285,Morrison,Jefferson,CO,80465-5500,US,US/Mountain,KBJC,2020-11-15 02:15:00,34.0,34.0,22.0,24.41,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,11.0,15.0,2.0,16.0,0.0,Night
5276522,A-5316574,Source1,2,2022-04-09 08:31:11,2022-04-09 09:52:14,38.649633,-77.283517,38.637737,-77.289513,0.883,Incident on I-95 near I-95 Drive with caution.,I-95 N,Woodbridge,Prince William,VA,22192,US,US/Eastern,KDAA,2022-04-09 08:56:00,49.0,46.0,71.0,29.65,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,4.0,9.0,8.0,31.0,11.0,Morning
4674496,A-4709964,Source1,2,2022-12-29 10:03:30,2022-12-29 14:33:30,33.423049,-117.608185,33.35514000000001,-117.529485,6.529,Stationary traffic on San Diego Fwy S - I-5 S from Ave Presidio (I-5) to Las Pulgas Rd (I-5) due to accident.,I-5 S,San Clemente,Orange,CA,92672,US,US/Pacific,KNXF,2022-12-29 09:52:00,57.0,57.0,87.0,29.95,10.0,ENE,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,12.0,29.0,10.0,3.0,30.0,Morning
7184800,A-7234161,Source1,2,2020-01-22 08:40:00,2020-01-22 09:11:54,34.003767,-118.281198,34.003767,-118.281198,0.0,At I-110/S Flower St/S Grand Ave - Accident., W Vernon Ave,Los Angeles,Los Angeles,CA,90037-2608,US,US/Pacific,KCQT,2020-01-22 08:52:00,58.0,58.0,70.0,30.0,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,1.0,22.0,8.0,40.0,0.0,Morning
5549254,A-5591239,Source1,2,2021-12-07 07:47:00,2021-12-07 09:07:47,42.312245,-87.85618000000002,42.312138,-87.85618000000002,0.0069999999999999,Incident on LEWIS AVE near IL-137 Expect long delays., Lewis Ave,Great Lakes,Lake,IL,60088,US,US/Central,KUGN,2021-12-07 07:55:00,12.0,3.0,53.0,29.47,10.0,W,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,12.0,7.0,7.0,47.0,0.0,Morning
5025071,A-5063145,Source1,2,2022-11-15 09:10:48,2022-11-15 10:25:48,29.641995,-95.434667,29.642648,-95.44109,0.388,Incident on W AIRPORT BLVD near ORACH MEADOW LN Drive with caution., W Airport Blvd,Houston,Harris,TX,77045,US,US/Central,KMCJ,2022-11-15 08:53:00,47.0,40.0,71.0,30.25,10.0,NNW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,11.0,15.0,9.0,10.0,48.0,Morning
5192746,A-5232141,Source1,2,2023-02-16 16:49:00,2023-02-16 18:59:00,40.678539,-75.341348,40.681248,-75.322811,0.989,Crash on US 22 eastbound between Exit: PA 191 - NAZARETH PIKE and 1 miles EAST of Exit: PA 191 - NAZARETH PIKE. There is a lane restriction.,US-22 E,Bethlehem,Northampton,PA,18020,US,US/Eastern,KABE,2023-02-16 16:51:00,54.0,54.0,86.0,29.48,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2023.0,2.0,16.0,16.0,49.0,0.0,Afternoon
6317858,A-6364390,Source1,2,2021-02-11 15:13:00,2021-02-11 19:33:29,28.552221000000007,-81.467641,28.552963,-81.46764399999998,0.051,Incident on N POWERS DR near W COLONIAL DR Drive with caution., W Colonial Dr,Orlando,Orange,FL,32818-6894,US,US/Eastern,KORL,2021-02-11 14:53:00,85.0,85.0,44.0,29.86,10.0,SSW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2021.0,2.0,11.0,15.0,13.0,0.0,Afternoon
6179524,A-6225205,Source1,2,2021-10-06 15:31:58,2021-10-06 19:19:10,36.09686,-86.708839,36.066771,-86.686891,2.4130000000000003,Slow traffic on I-24 E from TN-155/Briley Pkwy/Exit 54 (I-24) to Haywood Ln/Exit 57 (I-24) due to accident.,I-24 E,Nashville,Davidson,TN,37211,US,US/Central,KBNA,2021-10-06 15:53:00,76.0,76.0,67.0,29.41,10.0,E,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,10.0,6.0,15.0,31.0,58.0,Afternoon
5562222,A-5604284,Source1,2,2021-08-05 06:30:00,2022-08-05 08:27:00,32.5567495821354,-93.77589583352196,32.5569695821354,-93.74013583352196,2.083,Incident on I-220 EB near LA-3 Left lane blocked.,I-220,Shreveport,Caddo,LA,71107,US,US/Central,KDTN,2021-08-05 06:53:00,71.0,71.0,87.0,29.89,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021.0,8.0,5.0,6.0,30.0,0.0,Morning
5123664,A-5162522,Source1,2,2022-10-13 17:45:19,2022-10-13 18:06:19,34.03327346,-118.1801784,34.03323346,-118.1691384,0.632,Slow traffic on E 3rd St from CA-60/Pomona Fwy/S Gage Ave to I-710/Long Beach Fwy due to accident.,CA-60,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,2022-10-13 17:44:00,67.0,67.0,81.0,29.71,8.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,2022.0,10.0,13.0,17.0,45.0,19.0,Afternoon
7329238,A-7378604,Source1,2,2019-11-12 09:51:37,2019-11-12 10:21:26,43.12419000000001,-75.37729,43.12304,-75.38611999999998,0.452,At RT-233/Cider St/Exit 32 - Accident. Right lane blocked.,I-90 W,Oriskany,Oneida,NY,13424,US,US/Eastern,KRME,2019-11-12 09:53:00,22.0,11.0,75.0,29.47,10.0,NW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019.0,11.0,12.0,9.0,51.0,37.0,Morning
4746004,A-4782012,Source1,2,2022-07-29 14:06:00,2022-07-29 16:03:04,39.50732,-105.069507,39.507327,-105.054585,0.795,Incident on WEST TITAN RD EB near WILDLIFE WAY Road closed. Take alternate route., Wildlife Way,Littleton,Douglas,CO,80125,US,US/Mountain,KAPA,2022-07-29 13:53:00,80.0,80.0,42.0,24.33,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,7.0,29.0,14.0,6.0,0.0,Afternoon
4152597,A-4183858,Source1,2,2022-06-21 09:09:29,2022-06-21 11:09:47,47.371525,-94.525052,47.3715,-94.521578,0.163,Accident on US-2 W - US-2 E from MN-371/Aspen Ave (US-2) to CR-10 (Cass Lake) (US-2).,US-2 E,Cass Lake,Cass,MN,56633,US,US/Central,KBJI,2022-06-21 09:15:00,69.0,69.0,72.0,28.39,10.0,WSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,6.0,21.0,9.0,9.0,29.0,Morning
4229845,A-4261759,Source1,2,2022-11-19 14:01:00,2022-11-19 15:11:00,39.066503,-76.960026,39.074035,-76.955093,0.584,Stationary traffic on US-29 N from Cherry Hill Rd/Randolph Rd (US-29) to Briggs Chaney Rd (US-29) due to accident., Columbia Pike,Silver Spring,Montgomery,MD,20904,US,US/Eastern,KCGS,2022-11-19 13:55:00,45.0,40.0,37.0,30.13,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,11.0,19.0,14.0,1.0,0.0,Afternoon
6026625,A-6071452,Source1,2,2021-06-25 10:35:30,2021-06-25 10:48:30,44.14080262163096,-123.05265784204936,44.22125262163095,-123.06055784204936,5.572,Slow traffic on Pacific Highway 1 N - I-5 N from Van Duyn Rd/Exit 199 (I-5) to Diamond Hill Dr/Exit 209 (I-5) due to accident.,I-5 N,Eugene,Lane,OR,97408,US,US/Pacific,KEUG,2021-06-25 10:54:00,80.0,80.0,47.0,29.6,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,6.0,25.0,10.0,35.0,30.0,Morning
4624550,A-4659637,Source1,2,2022-08-12 13:02:53,2022-08-12 14:23:07,34.344561,-80.175892,34.344674,-80.174826,0.061,Incident on KELLEYTOWN RD near HILLCREST RD Drive with caution., Liberty Hill Rd,Hartsville,Darlington,SC,29550-6787,US,US/Eastern,KHVS,2022-08-12 12:55:00,72.0,72.0,94.0,29.62,9.0,CALM,0.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,8.0,12.0,13.0,2.0,53.0,Afternoon
5255121,A-5295006,Source1,2,2022-12-22 19:42:56,2022-12-22 21:00:51,34.301989,-79.97353100000002,34.306465,-79.971538,0.33,Incident on CENTER RD near SC-34 Drive with caution., N Center Rd,Hartsville,Darlington,SC,29550-7319,US,US/Eastern,KHVS,2022-12-22 19:35:00,43.0,39.0,100.0,29.47,6.0,W,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2022.0,12.0,22.0,19.0,42.0,56.0,Evening
6521537,A-6569746,Source1,2,2021-02-26 07:41:00,2021-02-26 07:57:00,39.18910145740895,-78.1347978111356,39.21462145740895,-78.1369078111356,1.767,Stationary traffic on I-81 N from VA-7/Exit 315 (I-81) to US-11/Exit 317 (I-81) due to accident.,I-81,Winchester,Frederick,VA,22603,US,US/Eastern,KOKV,2021-02-26 07:35:00,36.0,36.0,56.0,29.64,10.0,NNE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,2.0,26.0,7.0,41.0,0.0,Morning
4302590,A-4335101,Source1,2,2022-12-01 08:51:30,2022-12-01 10:15:00,38.87386,-77.28621899999997,38.882462,-77.230322,3.065,Slow traffic on I-66 E from VA-123/Exit 60 (I-66) to I-495/Exit 64 (I-66) due to accident.,I-66 Express Lanes,Fairfax,Fairfax,VA,22031,US,US/Eastern,KDAA,2022-12-01 08:55:00,38.0,31.0,41.0,30.31,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,12.0,1.0,8.0,51.0,30.0,Morning
4841415,A-4878149,Source1,2,2023-02-08 18:32:25,2023-02-09 01:32:24,30.342231,-97.71567,30.342349,-97.715999,0.021,Accident, W Crestland Dr,Austin,Travis,TX,78752-1309,US,US/Central,KATT,2023-02-08 18:51:00,51.0,51.0,80.0,29.32,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2023.0,2.0,8.0,18.0,32.0,25.0,Evening
5901457,A-5945539,Source1,2,2021-11-22 09:54:01,2021-11-22 11:14:23,35.83081,-78.33339699999998,35.8329,-78.333523,0.145,Incident on WORTH HINTON RD near HOUSE 972 Drive with caution., Worth Hinton Rd,Zebulon,Wake,NC,27597-8659,US,US/Eastern,KLHZ,2021-11-22 09:55:00,52.0,52.0,100.0,29.56,5.0,WNW,5.0,0.05,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,11.0,22.0,9.0,54.0,1.0,Morning
7105160,A-7154502,Source1,2,2020-04-03 15:48:40,2020-04-03 16:34:19,33.96396,-117.32493999999998,33.96396,-117.32493999999998,0.0,At Martin Luther King Blvd - Accident.,CA-60 W,Riverside,Riverside,CA,92521,US,US/Pacific,KRAL,2020-04-03 15:53:00,68.0,68.0,47.0,29.0,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,4.0,3.0,15.0,48.0,40.0,Afternoon
5517386,A-5559178,Source1,2,2021-03-08 05:45:00,2021-03-08 18:17:46,26.330517,-81.80828299999997,26.331439000000003,-81.805836,0.1639999999999999,Slow traffic on FL-45 - FL-865 - US-41 N from Windsor Rd to Crown Lake Blvd due to accident., Bonita Beach Rd,Bonita Springs,Lee,FL,34134-4104,US,US/Eastern,KRSW,2021-03-08 05:53:00,51.0,51.0,59.0,30.32,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021.0,3.0,8.0,5.0,45.0,0.0,Night
5811021,A-5854583,Source1,2,2021-08-10 16:34:00,2021-08-10 18:33:35,30.254704,-97.767816,30.256114,-97.770665,0.196,Incident on ASHBY AVE near OXFORD AVE Drive with caution., Ashby Ave,Austin,Travis,TX,78704,US,US/Central,KATT,2021-08-10 16:51:00,98.0,98.0,36.0,29.31,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,8.0,10.0,16.0,34.0,0.0,Afternoon
4692440,A-4728044,Source1,2,2022-07-31 03:34:30,2022-07-31 05:10:30,25.99163,-80.166069,25.985063,-80.16584399999998,0.454,Slow traffic on I-95 S from FL-824/SW 19th St/Pembroke Rd/Exit 19 (I-95) to W Hallandale Beach Blvd/Exit 18 (I-95) due to accident.,I-95,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2022-07-31 03:53:00,83.0,83.0,77.0,30.14,10.0,E,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2022.0,7.0,31.0,3.0,34.0,30.0,Night
6526795,A-6575046,Source1,2,2020-11-26 01:44:00,2020-11-26 03:22:30,44.833355,-121.380121,44.824816,-121.368982,0.804,Stationary traffic on US-26 E - US-26 W from Mill Creek Hehe Rd (US-26) to Paiute Ave (US-26) due to accident.,Warm Springs Hwy,Maupin,Wasco,OR,97037,US,US/Pacific,KDLS,2020-11-26 01:48:00,34.0,34.0,87.0,30.11,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,11.0,26.0,1.0,44.0,0.0,Night
3675310,A-3701639,Source1,2,2023-03-31 12:47:30,2023-03-31 13:32:00,34.13453,-117.670453,34.134666,-117.64371,1.529,Slow traffic on CA-210 E - Foothill Fwy E from E Baseline Rd/Exit 52 (CA-210) to Campus Ave (CA-210) due to accident.,N Mountain Ave,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,2023-03-31 12:53:00,60.0,60.0,46.0,29.16,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2023.0,3.0,31.0,12.0,47.0,30.0,Afternoon
6092702,A-6137908,Source1,2,2021-03-04 06:24:30,2021-03-04 18:00:46,27.957243,-82.746089,27.960591,-82.747057,0.239,Stationary traffic on FL-60 from Druid Rd E to S Main Ave due to accident.,S Belcher Rd,Clearwater,Pinellas,FL,33764,US,US/Eastern,KPIE,2021-03-04 06:41:00,58.0,58.0,87.0,30.06,10.0,N,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,2021.0,3.0,4.0,6.0,24.0,30.0,Morning
4901176,A-4938320,Source1,2,2022-09-27 12:54:00,2022-09-27 20:26:30,33.872736,-117.698319,33.871305,-117.666623,1.821,Slow traffic on Riverside Fwy E - CA-91 E from Gypsum Canyon Rd (CA-91) to Green River Rd (CA-91) due to accident.,CA-91 E,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,2022-09-27 12:56:00,97.0,97.0,31.0,29.28,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,9.0,27.0,12.0,54.0,0.0,Afternoon
6578473,A-6626901,Source1,2,2020-10-31 18:38:00,2020-10-31 20:37:27,32.148694,-110.940542,32.148708,-110.937666,0.168,Incident on E DREXEL RD near S JASMINE WAY Expect delays., S Jasmine Way,Tucson,Pima,AZ,85706-2656,US,US/Mountain,KTUS,2020-10-31 18:58:00,80.0,80.0,15.0,27.24,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,2020.0,10.0,31.0,18.0,38.0,0.0,Evening
5876082,A-5920010,Source1,2,2021-06-21 16:13:51,2021-06-21 19:01:03,34.013259999999995,-118.159386,34.010248,-118.159786,0.209,Slow traffic from Union Pacific Ave to I-5 N due to accident., S Atlantic Blvd,Los Angeles,Los Angeles,CA,90022-5016,US,US/Pacific,KCQT,2021-06-21 15:52:00,75.0,75.0,57.0,29.74,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,6.0,21.0,16.0,13.0,51.0,Afternoon
4741091,A-4777066,Source1,2,2022-08-08 17:31:44,2022-08-08 18:55:44,38.807871,-77.495491,38.81390800000001,-77.480163,0.925,Incident on I-66 EB near MM 49 Drive with caution.,I-66,Manassas,Prince William,VA,20109,US,US/Eastern,KHEF,2022-08-08 17:18:00,88.0,88.0,75.0,29.77,10.0,W,5.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,8.0,8.0,17.0,31.0,44.0,Afternoon
7716959,A-7766327,Source1,2,2019-07-30 09:11:41,2019-07-30 09:41:24,37.802329,-122.449729,37.80334000000001,-122.45404,0.245,At Girard Rd/Marina Blvd - Accident.,Presidio Pkwy,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-07-30 08:56:00,60.0,60.0,75.0,29.97,9.0,SW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019.0,7.0,30.0,9.0,11.0,41.0,Morning
5771599,A-5814896,Source1,2,2021-12-29 15:54:48,2021-12-29 18:18:02,36.029105,-95.948926,36.02811,-95.948934,0.069,Incident on DELAWARE AVE near HOUSE 9411 Drive with caution., S Delaware Ave,Tulsa,Tulsa,OK,74137-5616,US,US/Central,KRVS,2021-12-29 15:53:00,58.0,58.0,62.0,29.06,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,12.0,29.0,15.0,54.0,48.0,Afternoon
6201751,A-6247548,Source1,2,2021-07-01 19:31:37,2021-07-01 21:37:22,25.927299,-80.18821700000002,25.928634,-80.18888000000003,0.101,Slow traffic on FL-915 - FL-826 from NE 165th St to NE 5th Ave due to accident., NE 6th Ave,Miami,Miami-Dade,FL,33162-3646,US,US/Eastern,KHWO,2021-07-01 19:53:00,76.0,76.0,94.0,30.0,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2021.0,7.0,1.0,19.0,31.0,37.0,Evening
