ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4624449,Source1,2,46:41.0,26:21.0,34.986889,-85.46925,34.98722,-85.501077,1.802,Stationary traffic on I-24 W from TN--GA State Border (I-24) to TN-156/Exit 161 (I-24) due to accident.,I-24 W,Chattanooga,Hamilton,TN,37419,US,US/Eastern,KCHA,23-05-2022 15:48,73,73,78,29.29,10,NNW,10,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7304692,Source1,2,08-12-2019 12:36,08-12-2019 13:29,37.143406,-121.984939,37.143406,-121.984939,0,At Summit Rd - Accident., Santa Cruz Hwy,Los Gatos,Santa Cruz,CA,95033-9021,US,US/Pacific,KSJC,08-12-2019 12:53,59,59,78,29.95,10,NW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5456839,Source1,2,07-02-2023 18:38,07-02-2023 20:46,42.425247,-73.805699,42.426302,-73.805268,0.076,NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway southbound at After Exit 21B (I-87) - Coxsackie (Rte 9W - Rte 81) starting 6:38 PM 02/07/2023 [CARS CAD-230380389],I-87 N,Hannacroix,Greene,NY,12087,US,US/Eastern,KALB,07-02-2023 18:51,36,28,62,29.79,10,SSE,13,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-5450547,Source1,2,31-10-2022 14:11,31-10-2022 19:34,34.005091,-118.412637,34.216386,-118.473161,15.004,Stationary traffic on I-405 N - San Diego Fwy N from Sawtelle Blvd (I-405) to Roscoe Blvd (I-405) due to accident.,I-405 N,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,31-10-2022 13:51,70,70,63,29.68,10,SSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6687674,Source1,2,15-11-2020 02:16,15-11-2020 04:03,39.615722,-105.232387,39.617751,-105.215836,0.892,Stationary traffic on US-285 N from CR-64/N Turkey Creek Rd (US-285) to CO-8 (US-285) due to accident., US Highway 285,Morrison,Jefferson,CO,80465-5500,US,US/Mountain,KBJC,15-11-2020 02:15,34,34,22,24.41,10,ESE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5138566,Source1,2,06:00.0,05:30.0,28.538968,-81.312222,28.539586,-81.310465,0.115,Stationary traffic on FL-436 from Verbena Ct to E West Expy W due to accident., Lake Underhill Rd,Orlando,Orange,FL,32807-1678,US,US/Eastern,KORL,24-01-2022 12:53,60,60,26,29.9,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6449919,Source1,2,28:00.0,09:40.0,40.023252,-75.034314,40.047068,-75.000406,2.434,Incident on I-95 NB near COTTMAN AVE Drive with caution.,I-95 N,Philadelphia,Philadelphia,PA,19136,US,US/Eastern,KPNE,16-01-2021 14:54,45,39,60,29.3,10,W,14,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5316574,Source1,2,09-04-2022 08:31,09-04-2022 09:52,38.649633,-77.283517,38.637737,-77.289513,0.883,Incident on I-95 near I-95 Drive with caution.,I-95 N,Woodbridge,Prince William,VA,22192,US,US/Eastern,KDAA,09-04-2022 08:56,49,46,71,29.65,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4709964,Source1,2,29-12-2022 10:03,29-12-2022 14:33,33.423049,-117.608185,33.35514,-117.529485,6.529,Stationary traffic on San Diego Fwy S - I-5 S from Ave Presidio (I-5) to Las Pulgas Rd (I-5) due to accident.,I-5 S,San Clemente,Orange,CA,92672,US,US/Pacific,KNXF,29-12-2022 09:52,57,57,87,29.95,10,ENE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7234161,Source1,2,22-01-2020 08:40,22-01-2020 09:11,34.003767,-118.281198,34.003767,-118.281198,0,At I-110/S Flower St/S Grand Ave - Accident., W Vernon Ave,Los Angeles,Los Angeles,CA,90037-2608,US,US/Pacific,KCQT,22-01-2020 08:52,58,58,70,30,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5536374,Source1,2,10:00.0,23:30.0,44.970295,-93.314673,44.970538,-93.334364,0.963,Slow traffic on US-12 W - I-394 W from Penn Ave/Exit 7 (I-394) to MN-100/Exit 5 (I-394) due to accident.,I-394 W,Minneapolis,Hennepin,MN,55405,US,US/Central,KMIC,18-12-2021 02:53,16,9,84,29.29,1,NE,5,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5591239,Source1,2,07-12-2021 07:47,07-12-2021 09:07,42.312245,-87.85618,42.312138,-87.85618,0.007,Incident on LEWIS AVE near IL-137 Expect long delays., Lewis Ave,Great Lakes,Lake,IL,60088,US,US/Central,KUGN,07-12-2021 07:55,12,3,53,29.47,10,W,6,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5063145,Source1,2,15-11-2022 09:10,15-11-2022 10:25,29.641995,-95.434667,29.642648,-95.44109,0.388,Incident on W AIRPORT BLVD near ORACH MEADOW LN Drive with caution., W Airport Blvd,Houston,Harris,TX,77045,US,US/Central,KMCJ,15-11-2022 08:53,47,40,71,30.25,10,NNW,18,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5232141,Source1,2,16-02-2023 16:49,16-02-2023 18:59,40.678539,-75.341348,40.681248,-75.322811,0.989,Crash on US 22 eastbound between Exit: PA 191 - NAZARETH PIKE and 1 miles EAST of Exit: PA 191 - NAZARETH PIKE. There is a lane restriction.,US-22 E,Bethlehem,Northampton,PA,18020,US,US/Eastern,KABE,16-02-2023 16:51,54,54,86,29.48,10,SE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6364390,Source1,2,11-02-2021 15:13,11-02-2021 19:33,28.552221,-81.467641,28.552963,-81.467644,0.051,Incident on N POWERS DR near W COLONIAL DR Drive with caution., W Colonial Dr,Orlando,Orange,FL,32818-6894,US,US/Eastern,KORL,11-02-2021 14:53,85,85,44,29.86,10,SSW,10,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6225205,Source1,2,06-10-2021 15:31,06-10-2021 19:19,36.09686,-86.708839,36.066771,-86.686891,2.413,Slow traffic on I-24 E from TN-155/Briley Pkwy/Exit 54 (I-24) to Haywood Ln/Exit 57 (I-24) due to accident.,I-24 E,Nashville,Davidson,TN,37211,US,US/Central,KBNA,06-10-2021 15:53,76,76,67,29.41,10,E,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5604284,Source1,2,05-08-2021 06:30,05-08-2022 08:27,32.55674958,-93.77589583,32.55696958,-93.74013583,2.083,Incident on I-220 EB near LA-3 Left lane blocked.,I-220,Shreveport,Caddo,LA,71107,US,US/Central,KDTN,05-08-2021 06:53,71,71,87,29.89,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6450272,Source1,2,02:00.0,36:57.0,32.780381,-117.092531,32.780361,-117.083761,0.509,1039 CT714-8,I-8 E,San Diego,San Diego,CA,92115,US,US/Pacific,KMYF,27-01-2021 09:53,54,54,41,29.77,10,SSE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5162522,Source1,2,13-10-2022 17:45,13-10-2022 18:06,34.03327346,-118.1801784,34.03323346,-118.1691384,0.632,Slow traffic on E 3rd St from CA-60/Pomona Fwy/S Gage Ave to I-710/Long Beach Fwy due to accident.,CA-60,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,13-10-2022 17:44,67,67,81,29.71,8,CALM,0,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7378604,Source1,2,12-11-2019 09:51,12-11-2019 10:21,43.12419,-75.37729,43.12304,-75.38612,0.452,At RT-233/Cider St/Exit 32 - Accident. Right lane blocked.,I-90 W,Oriskany,Oneida,NY,13424,US,US/Eastern,KRME,12-11-2019 09:53,22,11,75,29.47,10,NW,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3753582,Source1,2,16:00.0,32:10.0,38.54035,-122.779775,38.54031,-122.774506,0.285,Accident on Pleasant Ave from Chisholm Rd to Chalk Hill Rd / Faught Rd., Pleasant Ave,Healdsburg,Sonoma,CA,95448,US,US/Pacific,KSTS,12-09-2022 04:53,62,62,80,29.79,10,CALM,0,0,Smoke,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4782012,Source1,2,29-07-2022 14:06,29-07-2022 16:03,39.50732,-105.069507,39.507327,-105.054585,0.795,Incident on WEST TITAN RD EB near WILDLIFE WAY Road closed. Take alternate route., Wildlife Way,Littleton,Douglas,CO,80125,US,US/Mountain,KAPA,29-07-2022 13:53,80,80,42,24.33,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4183858,Source1,2,21-06-2022 09:09,21-06-2022 11:09,47.371525,-94.525052,47.3715,-94.521578,0.163,Accident on US-2 W - US-2 E from MN-371/Aspen Ave (US-2) to CR-10 (Cass Lake) (US-2).,US-2 E,Cass Lake,Cass,MN,56633,US,US/Central,KBJI,21-06-2022 09:15,69,69,72,28.39,10,WSW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4261759,Source1,2,19-11-2022 14:01,19-11-2022 15:11,39.066503,-76.960026,39.074035,-76.955093,0.584,Stationary traffic on US-29 N from Cherry Hill Rd/Randolph Rd (US-29) to Briggs Chaney Rd (US-29) due to accident., Columbia Pike,Silver Spring,Montgomery,MD,20904,US,US/Eastern,KCGS,19-11-2022 13:55,45,40,37,30.13,10,SSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6071452,Source1,2,25-06-2021 10:35,25-06-2021 10:48,44.14080262,-123.0526578,44.22125262,-123.0605578,5.572,Slow traffic on Pacific Highway 1 N - I-5 N from Van Duyn Rd/Exit 199 (I-5) to Diamond Hill Dr/Exit 209 (I-5) due to accident.,I-5 N,Eugene,Lane,OR,97408,US,US/Pacific,KEUG,25-06-2021 10:54,80,80,47,29.6,10,WSW,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4659637,Source1,2,12-08-2022 13:02,12-08-2022 14:23,34.344561,-80.175892,34.344674,-80.174826,0.061,Incident on KELLEYTOWN RD near HILLCREST RD Drive with caution., Liberty Hill Rd,Hartsville,Darlington,SC,29550-6787,US,US/Eastern,KHVS,12-08-2022 12:55,72,72,94,29.62,9,CALM,0,0,Thunder in the Vicinity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5295006,Source1,2,22-12-2022 19:42,22-12-2022 21:00,34.301989,-79.973531,34.306465,-79.971538,0.33,Incident on CENTER RD near SC-34 Drive with caution., N Center Rd,Hartsville,Darlington,SC,29550-7319,US,US/Eastern,KHVS,22-12-2022 19:35,43,39,100,29.47,6,W,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6569746,Source1,2,26-02-2021 07:41,26-02-2021 07:57,39.18910146,-78.13479781,39.21462146,-78.13690781,1.767,Stationary traffic on I-81 N from VA-7/Exit 315 (I-81) to US-11/Exit 317 (I-81) due to accident.,I-81,Winchester,Frederick,VA,22603,US,US/Eastern,KOKV,26-02-2021 07:35,36,36,56,29.64,10,NNE,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4094429,Source1,2,32:48.0,00:28.0,34.707555,-82.25745,34.704142,-82.257729,0.236,Stationary traffic from I-385/South St (Fairview Rd) to SC-418 (Fairview Rd) due to accident., Fairview Rd,Simpsonville,Greenville,SC,29680-6708,US,US/Eastern,KGYH,29-04-2022 15:47,73,73,41,29.08,10,SW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4335101,Source1,2,01-12-2022 08:51,01-12-2022 10:15,38.87386,-77.286219,38.882462,-77.230322,3.065,Slow traffic on I-66 E from VA-123/Exit 60 (I-66) to I-495/Exit 64 (I-66) due to accident.,I-66 Express Lanes,Fairfax,Fairfax,VA,22031,US,US/Eastern,KDAA,01-12-2022 08:55,38,31,41,30.31,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4878149,Source1,2,08-02-2023 18:32,09-02-2023 01:32,30.342231,-97.71567,30.342349,-97.715999,0.021,Accident, W Crestland Dr,Austin,Travis,TX,78752-1309,US,US/Central,KATT,08-02-2023 18:51,51,51,80,29.32,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-5945539,Source1,2,22-11-2021 09:54,22-11-2021 11:14,35.83081,-78.333397,35.8329,-78.333523,0.145,Incident on WORTH HINTON RD near HOUSE 972 Drive with caution., Worth Hinton Rd,Zebulon,Wake,NC,27597-8659,US,US/Eastern,KLHZ,22-11-2021 09:55,52,52,100,29.56,5,WNW,5,0.05,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7154502,Source1,2,03-04-2020 15:48,03-04-2020 16:34,33.96396,-117.32494,33.96396,-117.32494,0,At Martin Luther King Blvd - Accident.,CA-60 W,Riverside,Riverside,CA,92521,US,US/Pacific,KRAL,03-04-2020 15:53,68,68,47,29,10,W,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5559178,Source1,2,08-03-2021 05:45,08-03-2021 18:17,26.330517,-81.808283,26.331439,-81.805836,0.164,Slow traffic on FL-45 - FL-865 - US-41 N from Windsor Rd to Crown Lake Blvd due to accident., Bonita Beach Rd,Bonita Springs,Lee,FL,34134-4104,US,US/Eastern,KRSW,08-03-2021 05:53,51,51,59,30.32,10,NNE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-5854583,Source1,2,10-08-2021 16:34,10-08-2021 18:33,30.254704,-97.767816,30.256114,-97.770665,0.196,Incident on ASHBY AVE near OXFORD AVE Drive with caution., Ashby Ave,Austin,Travis,TX,78704,US,US/Central,KATT,10-08-2021 16:51,98,98,36,29.31,10,SSE,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4728044,Source1,2,31-07-2022 03:34,31-07-2022 05:10,25.99163,-80.166069,25.985063,-80.165844,0.454,Slow traffic on I-95 S from FL-824/SW 19th St/Pembroke Rd/Exit 19 (I-95) to W Hallandale Beach Blvd/Exit 18 (I-95) due to accident.,I-95,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,31-07-2022 03:53,83,83,77,30.14,10,E,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6575046,Source1,2,26-11-2020 01:44,26-11-2020 03:22,44.833355,-121.380121,44.824816,-121.368982,0.804,Stationary traffic on US-26 E - US-26 W from Mill Creek Hehe Rd (US-26) to Paiute Ave (US-26) due to accident.,Warm Springs Hwy,Maupin,Wasco,OR,97037,US,US/Pacific,KDLS,26-11-2020 01:48,34,34,87,30.11,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3925524,Source1,2,31:00.0,54:05.0,33.744549,-117.83338,33.755921,-117.831211,0.796,Incident on CA-55 NB near MACARTHUR BLVD Drive with caution.,CA-55 N,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,17-01-2023 17:53,56,56,57,29.9,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3701639,Source1,2,31-03-2023 12:47,31-03-2023 13:32,34.13453,-117.670453,34.134666,-117.64371,1.529,Slow traffic on CA-210 E - Foothill Fwy E from E Baseline Rd/Exit 52 (CA-210) to Campus Ave (CA-210) due to accident.,N Mountain Ave,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,31-03-2023 12:53,60,60,46,29.16,10,VAR,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3977437,Source1,2,12:00.0,16:55.0,47.548097,-122.195333,47.558928,-122.188554,0.812,On I-405 northbound at SR 167 (MP 2) there is a collision partially blocking the right lane. The Incident Response Team and the State Patrol have arrived on the scene.,I-405 N,Bellevue,King,WA,98006,US,US/Pacific,KRNT,23-03-2022 06:53,53,53,89,30.1,10,S,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5468970,Source1,2,33:35.0,12:24.0,35.141623,-85.260063,35.141059,-85.256309,0.216,Incident on GADD RD near MAY CIR Drive with caution., May Cir,Hixson,Hamilton,TN,37343-3879,US,US/Eastern,KCHA,21-07-2021 10:29,77,77,79,29.35,10,W,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6137908,Source1,2,04-03-2021 06:24,04-03-2021 18:00,27.957243,-82.746089,27.960591,-82.747057,0.239,Stationary traffic on FL-60 from Druid Rd E to S Main Ave due to accident.,S Belcher Rd,Clearwater,Pinellas,FL,33764,US,US/Eastern,KPIE,04-03-2021 06:41,58,58,87,30.06,10,N,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
